Amis,English
pida tjingtjingan a su velin?,How many pounds do you want to buy?
pida nu tjingtjingan a qacilu tua su velin?,How many pounds of eggs do you want to buy?
uri drusa tjingtjingan a ku velin.,I want to buy two catties.
veneli a ken tua drusa djaljengan a kucai.,I want to buy two green onions.
"tjelu anga nu djaljengan imaza, nisun anga penuljat.","There are three left, all for you!"
pida cu a padai?,How much is this bag of rice?
drusai dai a tacavu.,$200 for a pack.
"drusapuluq saka tavatan a penuljat, sa pumaya i drusanga puluq.","The total is $21, just count $20."
pinakalevan.,Thank you.
siva puluq saka lima vatan a imaza.,Here's $95.
"veneli anan a ken tu kedri, ulja madjaljun a taitai.","I'll buy some more, and make up 100 yuan."
limai dai saka tapuluq a penuljat.,All $510.
pai ulja limai dai anga a ku sivai ui?,"Count me in for $500, okay?"
"pazangal cu aravac, makaya a papemadjuluin?","It's too expensive, can you make it cheaper?"
"inika maqati, pinaka madjulu angaravac aicu","No, this is already very cheap."
uri ku alapen cu a piyapiya.,I want this packet of cookies.
"tjelu a pulu cu a piyapiya, sa izuanan a su kinasalinga?","$30 for the cookies, anything else you need?"
makaya ken a kisedjam tua su paisu?,Can I borrow money from you?
ui makaya! makudakuda a su kisedjamen?,Yes! How much do you need?
"maljim anga ken a masipaisu, makaya ken a kisedjam tua su paisu?","I forgot to bring money, can I borrow money from you?"
ini a ken a namasi paisu auta!,I don't have any money either!
"dremaudrav anga ken a kemasi paisu, maqati a ken a kisedjam tua su paisu?","I forgot to bring money, can I borrow money from you?"
"ini a maqati, a su kinisedjam ka sitjaisangas a paisu inikanan a su valiti a ken.","No, you haven't paid me back the money you borrowed last time."
makaya a ken a kisedjam tua su itung?,Can I borrow your clothes?
"makaya, sau alapu tisun a macidilj.","Well, you take it yourself."
makaya a ken a kisedjam tua su laqulj?,Can I borrow your book?
ku sinipasedjam anga tjai Vais.,I lent it to Vais.
pasedjaman tjanuaken a su tjukutjuku ui?,"Can I borrow your bicycle, please?"
"ui nanguaq, ljakua pacikelu anga nu tiyaw tjanuaken.","Okay, but you have to give it back to me tomorrow."
"qemudjalj anga, ini aken a namasi kausua, pasedjami a ken tua kusua ui?","It's raining, I don't have an umbrella, can you lend me one?"
"ita a kausua a ku kinacu, tja kiljaljaungai!","I only have an umbrella, let's stick together!"
"aicu a su sinipasedjam ka tjaisangas a ljaqulj tjanuaken, ku pacikelaw tjanusun.","This is the book you borrowed from me last time, I give it back to you."
sa pacun anan sun tua anema nu ljaquljan makaya ken a su pasemalavan.,You can tell me what else you want to read.
ki nungida ken a venalid tua su paisu?,When do I have to pay you back?
"inika makuda, valitu anga nu izuanga su paisu.","It doesn't matter, you can talk about it when you have money."
nungida anga sun a semu kiyam tua ku paisu?,When are you going to pay me back?
ku sukiyamai anga sun nu tiyaw. ku valitai anga sun nu tiyaw.,I will return it to you tomorrow.
nungida anga su pacikelen a ku ljaqulj?,When are you going to return my book?
ku pinacikel anga tjatiyaw tjanusun ayaken?,Didn't I return it to you yesterday?
sini pasedjam cu a inepic ni Kasi tjanusun?,Did Kasi lend you this pen?
"ui, ku kinisedjam tucu tjaimadju.","Yes, I borrowed it from him today."
su kinisedjam cu a inepic tjai Kasi?,Did you borrow this pen from Kasi?
"ini, vineli cu ni kina.","No, this is what mom bought."
"nekanga nu qatia, sau kisedjamu tjai Balu tua qatia.","We are out of salt, let's borrow some from Balu."
"ui, vaik a ken a kisedjam.","Okay, I'll borrow it."
sau sukiyami a ku paisu ayau ti Saunuyaw.,Go and ask Sauniyaw to return my money.
pida a kiyam nimadju tjanusun?,How much does she owe you?
mainu sun?,Where are you going?
vaik a ken a sema puljacengan a temalem tua ljaceng.,I’m going to plant vegetables in the garden.
kemudakuda sun ? anema su kudakudain?,What are you doing?
"cemecemel anga aravac, ljemivaljivas a ken, sa uri ku djiqesen anan nu sauni.","There's too much grass, I'm cutting it, I'll have to water it later."
pai alapan a ken tua tjakit katua kudra ui?,"Will you get my scythes and hoes, please?"
su pininu?,Where did you put it?
ku pinipaqadaqada tua kakara.,Put it next to the plow rake.
su vinatjukan anga qipu?,Did you turn over the soil?
"tjau ku vatjukan, ki tjukudan nu sauni.","I just turned over the soil, and so on to sow seeds."
makayanga a ki ljacengan a su sinitalem?,Are your vegetables ready to be harvested?
"makayanga cu a kiljacengen a kadrupung, azua a samaq inikanan a makaya a kiljacengen.","The cabbage here is ready to be harvested, but the Showa grass there is not yet ready to be harvested."
ua! Ljiyaw anga ravac a su kinivurati.,Wow! You dug up so many gourds.
pusaladji a ken a pasa kubaw ui?,Will you help me with the barn?
kemudakuda mun?,What are you doing?
anema nu kudakudain?,What are you doing?
pu amiami amen a kicciqaw.,We're releasing fishing nets to catch fish.
liyaw a ciqaw i maza?,Are there many fish here?
liyaw anga a kini ciqaw a pinipidrur.,The fish basket has been full of fish.
kemudakuda sun nu kiciqaw?,How do you usually catch fish?
paka tua vukevuk a ken a kiciqaw.,I shoot fish with a spear.
saigu sun a penanaq a qemaljup?,Do you know how to hunt with a bow and arrow?
"pudringadringai a ken a djemameq tua sacemel, sa izua nu masi kuang a masi vatu a ken uta a qemaljup.","I usually catch my prey with a trap, but occasionally I hunt with a gun and a dog."
pinaka zuazunan cu nua vavui.,This is the road the boar took.
pinaka sinan djalan cu nua vavui.,This is the road the boar took.
aku susikeljang?,How do you know?
"pinaka zuanan cu nua vavui, manasika paka zuazunan cu nua vavui","These are the footprints of the boar, so this is the path the boar took."
"adri tjaljiljiyaw a tja dringai, matu nadjemameq anga tua sacemel.","Go and see our trap, for it seems that we have caught our prey."
aku susi keljang?,How do you know?
matu semqu anga a vatu. Ari tja kidjadjalanai.,The dog seems to have smelled it. Let's follow them.
anema cu a su sanayanayain?,What are you working on?
"aicu mana sinan dringai tua paqezetj ta qacailjai, sidringadringai tua kulavaw.","This is a stone trap, used to catch rats."
anema zua su pinizua?,What is that thing you put there?
"azua mana sidringadringai tua paka ta kula a calis, mavan nu niaya sidringadringai tua takec.","It was a leg-rigged rope trap, and we used it to catch Shankiang."
"maleva itjen tua papuluqem nua tja vuvu, ljiyaw a tja qadaw tucu.","Thanks to the blessing of our ancestors, we had a great harvest today."
uidri! tja kacuaw a pakaleva a semaqinaljan.,Yeah! Let's take it back to the tribe and share it!
tucu a qadav uri tuluan itjen ni sinsi tu kemuda qivu tua penayuanan na qemuziquzip.,I will teach everyone all kinds of animals in Paiwan language today.
tucu a qadav uri tuluan itjen ni sinsi tu kemeda qivu tua penayuanan na kudamunu.,I will teach everyone all kinds of fruits in Paiwan language today.
maya taqed!,Don’t sleep.
maya qivu!,Don’t talk.
maya keman ta kakanen!,Don’t eat.
alapu a su laqulj.,Take out your textbook.
alapu a su inpic.,Take out your pen.
alapu a su vaveci’en.,Take out your homework.
saqetju a su laqulj.,Put your textbook away.
saqetju a su inpic.,Put your pen away.
kipualangai a su kakanen.,Put your food away.
kipualangai a su vangavangan.,Put your toy away.
nima cu a inpic?,Whose pen is it?
nia’en.,It’s mine.
nima cu a laqulj?,Whose textbook is it?
ni Udung a laqulj.,It’s udung’s.
nima cu a siquliqulip?,Whose eraser is it?
inika ken a ’emeljang.,I don’t know.
a ni Udung azua itung?,Is that Udung’s clothes?
"ini, ni Sauniyav cu a itung.","No, this is Sauniyav’s clothes."
"sinsi, inika nakemacu aken ta laqulj.","Teacher, I didn’t bring my textbook."
kisapitjanu tua su ljaqediqedi a pacun.,Share the book with your classmate next to you.
maveceluq anga ’u inpic.,My pencil is broken.
ku pasedjamay sun tua inpic.,I will lend you.
maulav anga ku siquliqulip.,My eraser is missing.
ku pasedjamai sun tua ku siquliqulip uta.,I will lend you my eraser too.
"qemacuvung anga tja kitulu, kinemenem itjen i djalan pai!","It is the end of the class, be careful on your way home."
"ui, masalu sinsi.","Got it, thank you teacher."
"uri qemacuvung anga tja kitulu, pai cevucevungi anga nutiav.","The class is over, goodbye everyone."
"ui, vaik anga ken sinsi.",Goodbye teacher.
"djavadjavai a masantalj, ti Sauniyaw a ku ngadan.","Hello everyone, my name is sauniyaw."
"djavadjavai a masantalj, ti Vais a ku ngadan.","Hello everyone, my name is Vais."
navenala sun Vais.,"Hello, Vais."
"navenala sun, ti Udung a ’u ngadan.","Hello, I am Udung."
"navenala sun Udung, ti Ljumeg aken.","Hello, Udung, I am Ljumeg."
"navenala sun, ti Kuliw aken.","Hello, I am Kuliw."
"navenala sun Kuliw, ti Akai aken.","Hello, Kuliw, I am Akai."
tima sun?,Who are you?
"kina ken ni Api, ti Tjuku aken.","I am Api’s mom, Tjuku."
tima sun?,Who are you?
"kaka aken ni Api a tjaljaljak a vavayan, ti Vais a ku ngadan.",I am Api’s sister. My name is Vais.
tima timadju?,Who is he?
"ku sinsi timadju, ti Kuljelje a ngadan.","He is my teacher, Kuljelje."
tima zua?,Who is that person?
"ku kaka a tjavulung a uqaljay timadju, ti Sedjam a ngadan.","He is my brother, Sedjam."
a ti Apang timdju?,Is he Apang?
"ui, ti Apang timadju.","Yes, he is Apang."
a ti Drangadrang sun?,Are you Drangadrang?
"ini, ti Camak aken.","No, I am Camak."
tima ti Apang?,Who is Apang?
tiaken ti Apang.,I am Apang.
tima ti Uljing?,Who is Uljing?
ku qali ti Uljing.,Uljing is my friend.
tima ngadan na su kaka a tjavulung a vavayan?,What is your elder sister’s name?
ti Tjuku a ngadan na ku kaka a tjavulung a vavayan.,My elder sister’s name is Tjuku.
tima ngadan na su kaka a tjaljaljak a vavayan?,What is your younger sister’s name?
ti Vais a ngadan na ku kaka a tjaljaljak a vavayan.,My younger sister’s name is Vais.
a kemeljang sun ta ngadan nimadju?,Do you know his name?
alja ngadan nimadju ti Apang.,He is called Apang.
pida anga a cavilj na su kaka a tjavulung a uqaljay?,How old is your elder brother?
tapuluq saka lima anga a cavilj nimadju tucu.,He is fifteen years old.
pida anga a cavilj na su kaka a tjaljaljak a uqaljay tucu?,How old is your younger brother?
lima anga a cavilj nimadju tucu.,He is five years old.
a izua nu gakku i qinaljan?,Do you have schools in your community?
izua.,Yes.
izua sun tua nu i qinaljan a gakku a kitulutulu?,Do you study in your tribe’s school?
"ui, namaya men tua tacekeljan i gakku a kitulutulu.","Yes, we are like family while we are studying at school."
tima zua a uqaljay?,Who is that man?
tima zua a vavayan?,Who is that woman?
ku kaka a tjavulung a vavayan.,She is my sister.
tima zua a kakedriyan?,Who is that kid?
ku kaka a tjaljaljak a uqaljay.,He is my younger brother.
anema sengesengan nitjaina?,What does your mother do?
sivitai timadju.,She is a soldier.
anema sengesengan nitjama?,What does your father do?
sinsi timadju.,He is a teacher.
a su kaka a tjaljaljak a uqaljay timadju?,Is he your younger brother?
"ini, qali na ku kaka a tjaljaljak a uqaljay timadju.","No, he is my younger brother’s friend."
a su kaka a tjavulung a vavayan timadju?,Is she your elder sister?
"ini, ku kaka a tjaljaljak a vavayan timadju.","No, she is my younger sister."
mapida tiamadju a tacekeljan?,How many people in their family?
malje lima tiamadju a tacekeljan.,There are five people in their family.
mapida nu aljak i tjumaq?,How many children in your family?
masepatj a nia aljak.,There are four children in our family.
mapida mareka su kaka a tjaljaljak a uqaljay a vavayan?,How many younger siblings do you have?
"neka nu ku kaka a tjaljaljak a uqaljay, izua matjelu a ku kaka a tjaljaljak a vavayavayan.","I don’t have any younger brothers, but I have three younger sisters."
mapida mareka su kaka a tjavavulungan a uqaljaqaljay a vavayavayan?,How many older siblings do you have?
neka nu ku kaka a tjavulung a uqaljay a vavayan.,I don’t have any older siblings.
mapida mareka su kaka a masantalj?,How many siblings do you have?
ne’a nu mareka ku kaka.,I don’t have any siblings.
a mare kaka mun?,Are you brothers?
"ui, ku kaka a tjavulung a uqaljay timadju.","Yes, he is my brother."
a se kacalisiyan mun?,Are you aboriginals?
"ui, se kacalisiyan amen.","Yes, we are aboriginals."
a se paiwan zuku timadju uta?,Is she Paiwan too?
"ui, paiwan zuku timadju uta.","Yes, she is Paiwan too."
namakuda a kinaqadavan tucu?,How’s the weather today?
"ljemaljeqel a pagalju a kinaqadavan, temekel itjen tua linalja.","It’s a bit cold, so you need to drink more warm water."
namakuda kinaqadavan tucu?,How’s the weather today?
"paruzemulezul tucu a kinaqadavan, semuqaca itjen a temekel tua zaljum.","It’s a bit hot, so you need to drink more water."
namakuda kinaqadavan i casav tucu?,How’s the weather outside?
"mezangal aravac a qadav, paqenetju a iljaljaung.",The sun is bright and remember to wear sunscreen.
namakuda kinaqadavan i casav?,How’s the weather outside?
"nakemelebav, inika mapacucun a qadav.",There are a lot of clouds but no sun in the sky.
namakuda kinaqadavan nutiav?,How is the weather tomorrow?
"neka nu qadav nutiav, uri nakemelebav, mezangal a vali.",It will be cloudy and windy but not sunny tomorrow.
namakuda kinaqadavan tuazua qadav?,How was the weather that day?
"uri naljemaljaqel, emuba itjen a casav.",It was a bit cold and you needed to wear a jacket when you went outside.
namakuda kinaqadavan nu pulavalavai?,How’s the weather on the weekend?
uri namaljenguaq a qadav nu pulavalavay.,It will be sunny on the weekend.
a uri qemudjalj tuazua qadav?,Will it be rainy that day?
"ui, uri maljenguaq a qadav tuazua, inika uri qemudjalj.",It will have no rain and be sunny that day.
a uri qemudjalj tuazua qadav?,Will it be rainy that day?
"ui, uri qemudjalj tuazua iqadav.","Yes, it will be rainy that day."
a qemudjaqudjalj tucu?,Is it raining now?
"nameljay anga, qemadaqadav anga.",The rain stops and the sun comes out.
a qemudjaqudjalj tucu?,Is it raining now?
"qemudjaqudjalj anga, inika ken a nakemacu ta kausua.",It is raining and I don’t have an umbrella with me.
a qemudjaqudjalj a i casav?,Is it raining outside?
"neka nu qudjalj tucu, nu masukincengelj kiqemudjalj, kemacu itjen sakamaya tua kausua.","It is not raining now, but it will be rainy in the afternoon, so you need to bring an umbrella when you go out."
nu icavilj a kaljaljeqelan atu’i uri ljemaljeqel kemuda?,Will it be very cold in winter next year?
"ui, uri ljemaljeqel aravac nu icavilj, emitung itjen a pakaliav.","Yes, it will be very cold in winter next year, so you need to put on extra layers."
tucu a cavilj a kaljazulzulan ’atui uri zemulezul?,Will it be very hot in summer this year?
"ui, uri zumelezul aravac, semuqaca itjen a temekel tua zaljum.","Yes, it will be very hot and you need to drink more water."
tjengelay sun tua kaljavevean?,Do you like spring?
